Tag,Text,Href,Src,Value,Date-Time
a,Cricket,https://www.snapdeal.com/products/sports-hobbies-cricket,,,
p,Kids Cycles,,,,
a,Kids Cycles,https://www.snapdeal.com/products/sports-bicycles?sort=plrty&q=Seniority_s%3AKids%7C,,,
p,Adult Cycles,,,,
a,Adult Cycles,https://www.snapdeal.com/products/sports-bicycles?sort=plrty&q=Seniority_s%3AAdult%7C,,,
p,Bicycle Accessories,,,,
a,Bicycle Accessories,https://www.snapdeal.com/products/bicycles-spare-parts-accessories?sort=plrty,,,
p,Badminton,,,,
a,Badminton,https://www.snapdeal.com/products/sports-hobbies-badminton?sort=plrty,,,
p,Football,,,,
a,Football,https://www.snapdeal.com/products/sports-hobbies-football,,,
p,Basketball,,,,
a,Basketball,https://www.snapdeal.com/products/sports-hobbies-basketball?sort=plrty&showAds=false,,,
p,Skating,,,,
a,Skating,https://www.snapdeal.com/products/sports-hobbies-skating?sort=plrty,,,
p,Archery and Shooting,,,,
a,Archery and Shooting,https://www.snapdeal.com/products/sports-archery?sort=plrty&showAds=false,,,
p,View All,,,,
a,View All,https://www.snapdeal.com/products/sports-hobbies-sports?sort=plrty,,,
p,Hiking & Outdoor,,,,
a,Hiking & Outdoor,https://www.snapdeal.com/products/sports-hobbies-outdoor-adventure-gear?sort=plrty,,,
p,Knives & Tools,,,,
a,Knives & Tools,https://www.snapdeal.com/products/sports-hobbies-outdoor-adventure-gear-hiking-camping-tools-knives?sort=plrty,,,
p,Backpacks,,,,
a,Backpacks,https://www.snapdeal.com/products/lifestyle-backpacks,,,
p,Hiking Bags,,,,
a,Hiking Bags,https://www.snapdeal.com/products/bags-hiking-rucksacks,,,
p,Luggage & Suitcases,,,,
a,Luggage & Suitcases,https://www.snapdeal.com/products/lifestyle-luggage?sort=plrty,,,
p,Travel Accessories,,,,
a,Travel Accessories,https://www.snapdeal.com/products/lifestyle-travel-accessories,,,
p,View All,,,,
a,View All,https://www.snapdeal.com/products/sports-hobbies-outdoor-adventure-gear?sort=plrty,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
a,Computers & Gaming,javascript:void(0);,,,
p,Printer Inks & Toners,,,,
a,Printer Inks & Toners,https://www.snapdeal.com/products/computers-cartridges-toners,,,
p,Storage,,,,
a,Storage,https://www.snapdeal.com/products/storage-devices,,,
p,External Hard Drives,,,,
a,External Hard Drives,https://www.snapdeal.com/products/computers-external-hard-drives?sort=plrty,,,
p,Memory cards,,,,
a,Memory cards,https://www.snapdeal.com/products/storage-memory-cards?sort=plrty,,,
p,Pen Drives,,,,
a,Pen Drives,https://www.snapdeal.com/products/computers-pen-drives,,,
p,SSD,,,,
a,SSD,https://www.snapdeal.com/products/solid-state-drives?sort=plrty,,,
p,Networking Devices,,,,
a,Networking Devices,https://www.snapdeal.com/products/networking-connected-devices?sort=plrty,,,
p,Data Cards,,,,
a,Data Cards,https://www.snapdeal.com/products/computers-data-cards?sort=plrty,,,
p,Dongles,,,,
a,Dongles,https://www.snapdeal.com/products/computers-data-cards?sort=plrty,,,
p,Routers,,,,
a,Routers,https://www.snapdeal.com/products/routers?sort=plrty,,,
p,Office Equipment & Supply,,,,
a,Office Equipment & Supply,https://www.snapdeal.com/products/office-equipment-supplies,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,Computer Accessories,,,,
a,Computer Accessories,https://www.snapdeal.com/products/computers-computer-accessories,,,
p,Keyboards,,,,
a,Keyboards,https://www.snapdeal.com/products/computers-keyboard,,,
p,Mouse,,,,
a,Mouse,https://www.snapdeal.com/products/computers-mouse,,,
p,Webcams,,,,
a,Webcams,https://www.snapdeal.com/products/computers-webcams?sort=plrty,,,
p,Laptop Skins,,,,
a,Laptop Skins,https://www.snapdeal.com/products/laptop-skins?sort=plrty,,,
p,Cooling Pads,,,,
a,Cooling Pads,https://www.snapdeal.com/products/computers-cooling-pads?sort=plrty,,,
p,Extension Cords,,,,
a,Extension Cords,https://www.snapdeal.com/products/surge-protectors?sort=plrty,,,
p,View All,,,,
a,View All,https://www.snapdeal.com/products/computers-computer-accessories,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,Gaming,,,,
a,Gaming,https://www.snapdeal.com/products/gaming,,,
p,Gaming Accessories,,,,
a,Gaming Accessories,https://www.snapdeal.com/products/gaming-accessories?sort=plrty,,,
p,Gaming Titles,,,,
a,Gaming Titles,https://www.snapdeal.com/products/gaming-titles,,,
p,View All,,,,
a,View All,https://www.snapdeal.com/products/gaming?sort=plrty,,,
p,Computer Components,,,,
a,Computer Components,https://www.snapdeal.com/products/computers-components,,,
p,RAM,,,,
a,RAM,https://www.snapdeal.com/products/computers-ram,,,
p,Internal Hard Drive,,,,
a,Internal Hard Drive,https://www.snapdeal.com/products/computers-internal-hard-drives,,,
p,UPS,,,,
a,UPS,https://www.snapdeal.com/products/power-cooling-solution/filters/Type_s~UPS,,,
p,View All,,,,
a,View All,https://www.snapdeal.com/products/computers-components?sort=plrty,,,
p,Software,,,,
a,Software,https://www.snapdeal.com/products/computers-software-cd-roms?sort=plrty,,,
p,Antivirus,,,,
a,Antivirus,https://www.snapdeal.com/products/computers-software-security?sort=plrty,,,
p,Operating System,,,,
a,Operating System,https://www.snapdeal.com/products/computers-software-operating-system?sort=plrty,,,
p,View All,,,,
a,View All,https://www.snapdeal.com/products/computers-software-cd-roms?sort=bstslr,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
a,"Books, Media & Music",javascript:void(0);,,,
p,View All Books,,,,
a,View All Books,https://www.snapdeal.com/products/books,,,
p,Top Exams,,,,
a,Top Exams,javascript:void(0);,,,
p,GATE,,,,
a,GATE,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty&q=Exam_s%3AGATE%7C,,,
p,IIT JEE,,,,
a,IIT JEE,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty&q=Exam_s%3AIIT%20JEE%7C,,,
p,NEET,,,,
a,NEET,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty&q=Exam_s%3ANEET%7C,,,
p,BANK PO,,,,
a,BANK PO,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty&q=Exam_s%3AIBPS%20PO%5ESBI%20PO%7C,,,
p,UGC Net,,,,
a,UGC Net,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty&q=Exam_s%3AUGC%20NET%7C,,,
p,UPSC,,,,
a,UPSC,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty&q=Exam_s%3AUPSC%7C,,,
p,Browse by genre,,,,
a,Browse by genre,https://www.snapdeal.com/products/books?sort=plrty,,,
p,School Texts,,,,
a,School Texts,https://www.snapdeal.com/products/books-school?sort=plrty,,,
p,Competitive Exams,,,,
a,Competitive Exams,https://www.snapdeal.com/products/books-competitive-exams?sort=plrty,,,
p,Academic & Professional,,,,
a,Academic & Professional,https://www.snapdeal.com/products/books-academic-professional?sort=plrty,,,
p,Children & Young Adults,,,,
a,Children & Young Adults,https://www.snapdeal.com/products/books-children-teen?sort=plrty,,,
p,Non-Fiction,,,,
a,Non-Fiction,https://www.snapdeal.com/products/non-fiction-books?sort=plrty,,,
p,Literature & Fiction,,,,
a,Literature & Fiction,https://www.snapdeal.com/products/books-fiction-literature?sort=plrty,,,
p,Self Help,,,,
a,Self Help,https://www.snapdeal.com/products/books-self-help?sort=plrty,,,
p,Reference,,,,
a,Reference,https://www.snapdeal.com/products/books-reference?sort=plrty,,,
p,Online Education,,,,
a,Online Education,https://www.snapdeal.com/products/e-learning?sort=plrty&showAds=False,,,
p,Courses under Rs 99,,,,
a,Courses under Rs 99,https://www.snapdeal.com/products/e-learning?sort=plrty&q=Price%3A49%2C99%7C&showAds=False,,,
p,School Learning Online,,,,
a,School Learning Online,https://www.snapdeal.com/products/e-learning-school-education?sort=plrty,,,
p,Online Test Preparation,,,,
a,Online Test Preparation,https://www.snapdeal.com/products/e-learning-competitive-exams?sort=plrty,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,Musical Instruments,,,,
a,Musical Instruments,https://www.snapdeal.com/products/musical-instruments,,,
p,Guitars,,,,
a,Guitars,https://www.snapdeal.com/products/musical-instruments-guitars,,,
p,Keyboards,,,,
a,Keyboards,https://www.snapdeal.com/products/musical-instruments-piano-keyboards,,,
p,Studio Essentials,,,,
a,Studio Essentials,https://www.snapdeal.com/products/musical-instruments-recorders-mixers,,,
p,Drums,,,,
a,Drums,https://www.snapdeal.com/products/musical-instruments-drums-percussions,,,
p,Guitar Accessories,,,,
a,Guitar Accessories,https://www.snapdeal.com/products/guitars-accessories?sort=plrty,,,
p,Keyboard Accessories,,,,
a,Keyboard Accessories,https://www.snapdeal.com/products/keyboard-accessories?sort=plrty,,,
p,Indian Instruments,,,,
a,Indian Instruments,https://www.snapdeal.com/products/musical-instruments-classical,,,
p,Tabla,,,,
a,Tabla,https://www.snapdeal.com/products/musical-instruments-tabla?sort=plrty,,,
p,Flutes,,,,
a,Flutes,https://www.snapdeal.com/products/musical-instruments-flutes,,,
p,Other Instruments,,,,
a,Other Instruments,https://www.snapdeal.com/products/musical-instruments-others,,,
p,Mouth Organs,,,,
a,Mouth Organs,https://www.snapdeal.com/products/musical-instruments-harmonicas,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,E-Gift Cards,,,,
a,E-Gift Cards,https://www.snapdeal.com/products/digital-entertainment,,,
p,Cleartrip,,,,
a,Cleartrip,https://www.snapdeal.com/products/digital-entertainment?q=Brand%3ACleartrip%7C,,,
p,MakeMyTrip,,,,
a,MakeMyTrip,https://www.snapdeal.com/products/digital-entertainment?q=Brand%3AMakeMyTrip%7C,,,
p,Movies & TV Shows,,,,
a,Movies & TV Shows,https://www.snapdeal.com/products/entertainment,,,
p,Indian Music,,,,
a,Indian Music,https://www.snapdeal.com/products/entertainment-music-indian,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
a,Hobbies,javascript:void(0);,,,
p,Arts & Crafts,,,,
a,Arts & Crafts,https://www.snapdeal.com/products/hobbies-art-supplies?sort=plrty,,,
p,Collectibles,,,,
a,Collectibles,https://www.snapdeal.com/products/hobbies-collectibles?sort=plrty,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
a,,javascript:void(0);,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
p,,,,,
a,,,,,
a,,javascript:void(0);,,,
a,kitchen product,https://www.snapdeal.com/search?clickSrc=top_searches&keyword=kitchen product&categoryId=0&vertical=p&noOfResults=20&SRPID=topsearch,,,
a,shoes for men,https://www.snapdeal.com/search?clickSrc=top_searches&keyword=shoes for men&categoryId=0&vertical=p&noOfResults=20&SRPID=topsearch,,,
a,kurti set,https://www.snapdeal.com/search?clickSrc=top_searches&keyword=kurti set&categoryId=0&vertical=p&noOfResults=20&SRPID=topsearch,,,
a,sandal men,https://www.snapdeal.com/search?clickSrc=top_searches&keyword=sandal men&categoryId=0&vertical=p&noOfResults=20&SRPID=topsearch,,,
a,sport shoe men,https://www.snapdeal.com/search?clickSrc=top_searches&keyword=sport shoe men&categoryId=0&vertical=p&noOfResults=20&SRPID=topsearch,,,
a,,//www.snapdeal.com/offers/end-of-season-sale,,,
img,,,,,
a,,https://www.snapdeal.com/products/home-improvement-utility?sort=rec&q=Price%3A79%2C1999%7C,,,
a,,https://ondcstore.snapdeal.com/,,,
a,,https://www.snapdeal.com/offers/bob-card-apply?utm_source=sd_bob_launch&utm_campaign=homeptrack_sdBoBCreditCard,,,
a,,https://www.snapdeal.com/product/india-100-envisioning-tomorrows-economic/635947174556,,,
a,,https://www.snapdeal.com/products/mens-footwear-sports-shoes?sort=plrty,,,
a,,https://www.snapdeal.com/products/women-apparel-kurtis?sort=rec&q=Price%3A199%2C1999%7C,,,
a,,https://www.snapdeal.com/products/home-kitchen-cookware-bakeware?sort=dhtl&q=Price%3A209%2C1999%7C,,,
a,,https://www.snapdeal.com/products/home-kitchen-bed-linen?sort=dhtl&q=Price%3A169%2C2801%7C,,,
a,,https://www.snapdeal.com/products/home-improvement-utility?sort=rec&q=Price%3A79%2C1999%7C,,,
a,,https://ondcstore.snapdeal.com/,,,
h2,TRENDING PRODUCTS,,,,
a,Shiv Trishul Damru Gold-plated Locket with Rudraksha MalaRs 399Rs 13865% OFF,https://www.snapdeal.com/product/bhawna-collection-loard-shiv-trishul/672311651336,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,Stay Healthy - Foot Protector (Free Size)Rs 899Rs 9689% OFF,https://www.snapdeal.com/product/stay-healthy-silicone-heel-protector/682622706581,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,Maxbell USB Rechargeable Electronic Flameless LighterRs 899Rs 17281% OFF,https://www.snapdeal.com/product/maxbell-usb-rechargeable-electronic-flameless/628927799346,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,Aadi Black Casual ShoesRs 999Rs 36264% OFF,https://www.snapdeal.com/product/aadi-black-casual-shoes/638773718836,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable ScissorRs 499Rs 15170% OFF,https://www.snapdeal.com/product/bentag-vegetable-fruit-clever-cutter/646347118114,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,"Veirdo - Multicolor Cotton Regular Fit Men's T-Shirt ( Pack of 1 )Rs 1,199Rs 29176% OFF",https://www.snapdeal.com/product/veirdo-multi-round-tshirt/679677667475,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,Shiv Shakti Kavach 5 Mukhi Rudraksha Mala With Shiv Trishul & Damru Brass Necklace Brass Brass Pendant SetRs 599Rs 17671% OFF,https://www.snapdeal.com/product/shiv-shakti-kavach-5-mukhi/669437838717,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
a,"Battlestar - Tummy Trimmer ( Pack of 1 )Rs 1,199Rs 35371% OFF",https://www.snapdeal.com/product/battlestar-tummy-trimmer-double-string/681974799800,,,
img,,,https://i4.sdlcdn.com/img/revamp/product-template.png,,
p,,,,,
img,,,https://i2.sdlcdn.com/img/sdDarwinLoader.svg,,
p,,,,,
a,,#top,,,
a,100% Secure PaymentsAll major credit & debitcards accepted,https://www.snapdeal.com/page/terms,,,
p,100% Secure Payments,,,,
p,All major credit & debit,,,,
p,cards accepted,,,,
a,TrustPay100% Payment Protection. EasyReturn Policy,https://www.snapdeal.com/page/TrustPay,,,
p,TrustPay,,,,
p,100% Payment Protection. Easy,,,,
p,Return Policy,,,,
a,Help CenterGot a question? Look no further.Browse our FAQs or submit your query here.,https://www.snapdeal.com/help?redirectFrom=footerstrip,,,
p,Help Center,,,,
p,Got a question? Look no further.,,,,
p,Browse our FAQs or submit your query here.,,,,
a,Shop on the GoDownload the app and get excitingapp only offers at your fingertips,https://play.google.com/store/apps/details?id=com.snapdeal.main&utm_source=web_footer&utm_campaign=android,,,
p,Shop on the Go,,,,
p,Download the app and get exciting,,,,
p,app only offers at your fingertips,,,,
a,Privacy Policy,https://www.snapdeal.com/page/privacy-policy,,,
a,Terms of Sale,https://www.snapdeal.com/page/terms-of-sale,,,
a,Terms of Use,https://www.snapdeal.com/offers/terms-of-use,,,
a,Report Abuse & Takedown Policy,https://www.snapdeal.com/page/abusePolicy,,,
a,Know Your BIS Standard,https://www.services.bis.gov.in/php/BIS_2.0/bisconnect/knowyourstandards/indian_standards/isdetails/,,,
a,Products Under Cumpulsory BIS Certification,https://www.bis.gov.in/products-under-compulsory-certification/,,,
a,FAQ,https://www.snapdeal.com/faq/faqhome,,,
a,Impact@Snapdeal,https://impactatsnapdeal.com,,,
a,Careers,https://jaspercareers.peoplestrong.com/,,,
a,Blog,http://blog.snapdeal.com/,,,
a,Sitemap,https://www.snapdeal.com/info/sitemap,,,
a,Contact Us,https://www.snapdeal.com/faq/faqCustomerCare,,,
a,Shopping App,https://play.google.com/store/apps/details?id=com.snapdeal.main&hl=en_IN,,,
a,Sell on Snapdeal,http://sellers.snapdeal.com/,,,
a,Media Enquiries,mailto:mediarelations@snapdeal.com,,,
a,Lehenga,https://www.snapdeal.com/products/women-apparel-lehenga,,,
a,Kid's Clothing,https://www.snapdeal.com/products/kids-clothing,,,
a,Sarees,https://www.snapdeal.com/products/women-apparel-sarees,,,
a,Winter Wear,https://www.snapdeal.com/products/mens-winter-wear-store,,,
p,Register now to get updates on promotions and,,,,
p,coupons.Or Download App,,,,
a,Or Download App,https://play.google.com/store/apps/details?id=com.snapdeal.main,,,
p,Payment,,,,
p,Connect,,,,
a,,https://www.facebook.com/Snapdeal,,,
img,,,https://i4.sdlcdn.com/img/footer/facebook@4x.png,,
a,,https://twitter.com/snapdeal,,,
img,,,https://i1.sdlcdn.com/img/footer/twitter@4x.png,,
a,,https://instagram.com/snapdeal/,,,
img,,,https://i4.sdlcdn.com/img/footer/instagram@4x.png,,
a,,https://www.linkedin.com/company/snapdeal/,,,
img,,,https://i2.sdlcdn.com/img/footer/linkedin@4x.png,,
a,,https://www.youtube.com/user/snapdeal,,,
img,,,https://i1.sdlcdn.com/img/footer/youtube@4x.png,,
a,,https://t.me/sdwapp,,,
img,,,https://i4.sdlcdn.com/img/footer/Telegram-Logo_112x112.png,,
a,,"https://wa.me/918130222868?text=Hello%20Snapdeal,%20I%20need%20help",,,
img,,,https://i1.sdlcdn.com/img/footer/whatsapp-logo-112x112.png,,
a,Men:,https://www.snapdeal.com/products/men-apparel,,,
a,Shirts for Men,https://www.snapdeal.com/products/men-apparel-shirts,,,
a,Casual Shirts for Men,https://www.snapdeal.com/products/casual-shirts,,,
a,Formal Shirts for Men,https://www.snapdeal.com/products/formal-shirts,,,
a,Hoodies for Men,https://www.snapdeal.com/products/men-apparel-sweatshirts/filters/NeckShape_s~Hooded,,,
a,Cotton Shirts for Men,https://www.snapdeal.com/products/men-apparel-shirts/filters/Fabric_s~100%20Percent%20Cotton,,,
a,T Shirts for Men,https://www.snapdeal.com/products/men-apparel-tshirts,,,
a,Polo T shirts,https://www.snapdeal.com/products/men-apparel-polo-tshirts,,,
a,Kurta Pajama for Men,https://m.snapdeal.com/products/men-ethnic-wear-kurta-pyjama-sets,,,
a,White Shirt,https://m.snapdeal.com/products/men-apparel-shirts/filters/Color_s~White,,,
a,Black Shirt,https://m.snapdeal.com/products/men-apparel-shirts/filters/Color_s~Black,,,
a,Lower for Men,https://m.snapdeal.com/products/men-apparel-trackpants,,,
a,Trousers for Men,https://www.snapdeal.com/products/men-apparel-trousers,,,
a,Jacket for Men,https://www.snapdeal.com/products/men-apparel-outerwear-jackets,,,
a,Formal Pants for Men,https://www.snapdeal.com/products/men-apparel-trousers/filters/ShopbyOccasion_s~Formal,,,
a,Tracksuit for Men,https://www.snapdeal.com/products/men-apparel-tracksuits,,,
a,Jeans for Men,https://www.snapdeal.com/products/men-apparel-jeans,,,
a,Kurta Payjama Sets,https://www.snapdeal.com/products/men-ethnic-wear-kurta-pyjama-sets/filters/Type_s~Kurta%20Pyjama%20Set,,,
a,Kurta for Men,https://www.snapdeal.com/products/men-ethnic-wear-kurtas,,,
a,Blazer for Men,https://www.snapdeal.com/products/mens-winter-apparel-suits-blazers,,,
a,Sweater for Men,https://www.snapdeal.com/products/men-apparel-sweaters,,,
a,Women:,https://www.snapdeal.com/products/women-apparel,,,
a,Tops for Women,https://www.snapdeal.com/products/women-apparel-tops-tunics,,,
a,Kurti,https://www.snapdeal.com/products/women-apparel-kurtis,,,
a,Cotton Sarees,https://www.snapdeal.com/products/women-apparel-sarees/filters/Fabric_s~Cotton,,,
a,Georgette Sarees,https://www.snapdeal.com/products/women-apparel-sarees/filters/Fabric_s~Georgette,,,
a,Chiffon Sarees,https://www.snapdeal.com/products/women-apparel-sarees/filters/Fabric_s~Chiffon,,,
a,Net Sarees,https://www.snapdeal.com/products/women-apparel-sarees/filters/Fabric_s~Net,,,
a,Dresses for Women,https://www.snapdeal.com/products/dresses-gowns-jumpsuits,,,
a,Jumpsuit for Women,https://www.snapdeal.com/products/women-apparel-jumpsuits,,,
a,Jeans for Women,https://www.snapdeal.com/products/women-apparel-trousers-denims/filters/Type_s~Jeans,,,
a,Salwar Suit,https://www.snapdeal.com/products/women-apparel-suits,,,
a,Bra,https://www.snapdeal.com/products/womens-innerwear-bras,,,
a,Jacket for Women,https://www.snapdeal.com/products/women-apparel-outerwear-jackets,,,
a,Night Dress for Women,https://www.snapdeal.com/products/women-apparel-sleep-loungewear,,,
a,Sweatshirt for Women,https://www.snapdeal.com/products/women-apparel-sweatshirts,,,
a,Shorts for Women,https://www.snapdeal.com/products/women-apparel-shorts-capris,,,
a,Readymade Blouse,https://www.snapdeal.com/products/women-ethnicwear-blouse-petticoat,,,
a,Dupatta,https://www.snapdeal.com/products/women-apparel-dupattas,,,
a,T Shirt for Women,https://www.snapdeal.com/products/women-apparel-tees,,,
a,Shirts for Women,https://www.snapdeal.com/products/women-apparel-shirts-blouses,,,
a,Skirts for Women,https://www.snapdeal.com/products/women-apparel-skirts,,,
a,Ethnic wear for Women,https://www.snapdeal.com/products/women-ethnicwear,,,
a,Western Dresses for Women,https://www.snapdeal.com/products/women-apparel-dresses,,,
a,Leggings for Women,https://www.snapdeal.com/products/women-apparel-salwars-churidars,,,
a,Footwear:,https://www.snapdeal.com/products/footwear,,,
a,Men's Footwear,https://www.snapdeal.com/products/mens-footwear,,,
a,Casual Shoes for Men,https://www.snapdeal.com/products/mens-footwear-casual-shoes,,,
a,Formal Shoes for Men,https://www.snapdeal.com/products/mens-footwear-formal-shoes,,,
a,Loafers for Men,https://www.snapdeal.com/products/mens-footwear-loafers,,,
a,Slippers for Men,https://www.snapdeal.com/products/mens-footwear-slippers-floaters,,,
a,Boots for Men,https://www.snapdeal.com/products/mens-footwear-boots,,,
a,Sandals for Men,https://www.snapdeal.com/products/mens-footwear-sandals,,,
